Customer,Product_Group,Recency,Avg_Price_L3Y,Revenue_L12,Customer_Size,l3y_volume,standard_cost,l12_sales_vol,Current_Price,node,segment,lnvolume,lnAvg_Price_L3Y,lin_reg,elasticity,AVG_PE
2038283,Product_A,6,54.8,418,819.87,14.96,10,5.0,60.28,51.164471,6,2.7053799725463312,4.00369019395397,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2038427,Product_A,3,40.9,500,12441.07,69.45,10,23.2,44.99,42.45049,3,4.240607069200353,3.711130063048756,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2039110,Product_A,7,43.7,164,1259.24,10.95,10,3.7,48.07,41.500467,2,2.3933394562625097,3.7773481021015445,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2039176,Product_A,3,26.0,636,234163.73,81.51,10,27.2,28.6,31.596296,0,4.400725712106366,3.258096538021482,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
2039446,Product_A,11,38.0,160,414.18,7.48,10,2.5,41.8,41.500467,2,2.012232791986386,3.6375861597263857,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2039498,Product_A,2,53.4,625,2941.43,37.42,10,12.5,58.74,51.164471,6,3.6222053208459437,3.977810745966149,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2039793,Product_A,7,61.6,239,997.18,7.48,10,2.5,67.76,51.164471,6,2.012232791986386,4.120661870539474,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2039858,Product_A,8,37.0,147,2068.63,15.39,10,5.1,40.7,41.500467,2,2.733717947850788,3.6109179126442243,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2039869,Product_A,1,62.0,473,2159.51,18.7,10,6.2,68.2,51.164471,6,2.928523523860541,4.127134385045092,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2039900,Product_A,6,36.0,157,537.22,11.22,10,3.7,39.6,41.500467,2,2.4176979000945504,3.58351893845611,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2040009,Product_A,11,43.2,181,535.04,7.48,10,2.5,47.52,46.553909,4,2.012232791986386,3.765840495250065,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2040050,Product_A,2,36.0,791,48683.43,79.02,10,26.3,39.6,31.596296,0,4.369700984983244,3.58351893845611,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
2040636,Product_A,2,43.7,178,514.12,7.48,10,2.5,48.07,46.553909,4,2.012232791986386,3.7773481021015445,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2041402,Product_A,8,41.5,161,684.24,7.48,10,2.5,45.65,41.500467,2,2.012232791986386,3.7256934272366524,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2041669,Product_A,3,38.2,477,3301.07,26.67,10,8.9,42.02,51.164471,6,3.283539338193923,3.6428355156125294,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2041768,Product_A,1,53.8,675,9257.9,43.24,10,14.4,59.18,42.45049,3,3.7667659927710075,3.9852734671677386,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2042169,Product_A,4,61.9,240,1004.65,16.23,10,5.4,68.09,51.164471,6,2.7868613815264998,4.12552017969055,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2042185,Product_A,1,48.3,643,2477.28,27.02,10,9.0,53.13,51.164471,6,3.2965773325320527,3.877431560658527,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2042487,Product_A,7,61.5,715,4178.29,22.44,10,7.5,67.65,51.164471,6,3.110845080654496,4.119037174812473,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2042750,Product_A,3,65.8,246,538.87,3.74,10,1.2,72.38,51.164471,6,1.3190856114264407,4.186619838331271,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2042913,Product_A,4,62.0,717,6576.34,68.62,10,22.9,68.2,51.164471,6,4.228584037430304,4.127134385045092,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2044138,Product_A,3,61.5,517,1653.17,26.86,10,9.0,67.65,51.164471,6,3.2906381910950917,4.119037174812473,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2044547,Product_A,1,38.6,3876,25235.02,246.19,10,82.1,42.46,42.45049,3,5.506103595541204,3.653252276470785,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2044621,Product_A,4,39.8,180,5112.38,24.12,10,8.0,43.78,46.553909,4,3.1830413718589847,3.6838669122903918,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2044631,Product_A,2,53.6,422,1689.15,22.45,10,7.5,58.96,51.164471,6,3.1112906141882632,3.9815490680767565,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2044781,Product_A,6,36.4,136,136.06,3.74,10,1.2,40.04,35.716822,1,1.3190856114264407,3.594568774642695,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
2044825,Product_A,7,38.6,160,546.21,7.48,10,2.5,42.46,41.500467,2,2.012232791986386,3.653252276470785,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2044870,Product_A,6,39.0,146,221.67,3.74,10,1.2,42.9,41.500467,2,1.3190856114264407,3.6635616461296463,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2045071,Product_A,8,34.6,264,948.57,15.38,10,5.1,38.06,51.164471,6,2.733067964077498,3.543853682063679,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2045090,Product_A,7,51.3,427,4907.19,47.45,10,15.8,56.43,51.164471,6,3.859676525055937,3.937690752176724,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2045390,Product_A,3,51.1,3087,22434.98,279.2,10,93.1,56.21,42.45049,3,5.631928370888217,3.933784497209659,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2045569,Product_A,2,27.8,697,8410.39,124.67,10,41.6,30.58,42.45049,3,4.825670246356884,3.3250360206965914,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2045768,Product_A,5,38.4,174,1217.53,11.65,10,3.9,42.24,41.500467,2,2.4553061800117097,3.648057459593681,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2045787,Product_A,2,50.0,149,1029.03,14.96,10,5.0,55.0,49.046667,5,2.7053799725463312,3.912023005428146,"{'intercept_': 3.1201860417757703, 'coef_': array([-0.28304676])}",3.1201860417757703,6.710931309193553
2045895,Product_A,11,52.8,204,2380.9,31.19,10,10.4,58.08,51.164471,6,3.440097530619712,3.966511190712216,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2045982,Product_A,12,35.0,423,1553.19,26.62,10,8.9,38.5,51.164471,6,3.2816628129669656,3.5553480614894135,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2046151,Product_A,4,36.2,167,1210.07,14.97,10,5.0,39.82,41.500467,2,2.706048198431537,3.5890591188317256,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2046190,Product_A,10,63.9,239,293.36,3.74,10,1.2,70.29,51.164471,6,1.3190856114264407,4.157319361383489,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2046217,Product_A,2,44.5,467,1013.92,14.96,10,5.0,48.95,51.164471,6,2.7053799725463312,3.7954891891721947,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2046270,Product_A,3,40.2,980,10044.96,81.95,10,27.3,44.22,42.45049,3,4.406109305189839,3.6938669956249757,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2046556,Product_A,11,43.1,158,621.53,11.23,10,3.7,47.41,41.500467,2,2.418588768750352,3.763522997109702,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2046978,Product_A,4,53.5,414,1601.22,22.33,10,7.4,58.85,51.164471,6,3.1059310658520665,3.979681653901961,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2047009,Product_A,8,55.6,216,625.64,7.48,10,2.5,61.16,51.164471,6,2.012232791986386,4.018183201256536,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2047332,Product_A,11,48.3,181,531.17,3.74,10,1.2,53.13,46.553909,4,1.3190856114264407,3.877431560658527,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2047511,Product_A,6,55.6,288,5209.79,22.44,10,7.5,61.16,51.164471,6,3.110845080654496,4.018183201256536,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2047863,Product_A,11,52.0,204,1403.71,19.13,10,6.4,57.2,51.164471,6,2.9512577834521614,3.9512437185814275,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2048031,Product_A,12,47.9,179,344.86,3.74,10,1.2,52.69,46.553909,4,1.3190856114264407,3.8691155044168695,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2048177,Product_A,7,48.2,191,954.88,7.49,10,2.5,53.02,46.553909,4,2.0135687975291283,3.8753590210565547,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2048392,Product_A,2,36.2,1177,13547.39,101.23,10,33.7,39.82,42.45049,3,4.6173951556106605,3.5890591188317256,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2048453,Product_A,4,53.1,401,17034.96,34.91,10,11.6,58.41,42.45049,3,3.5527733211169448,3.9721769282478934,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2048532,Product_A,3,52.6,836,6500.3,58.64,10,19.5,57.86,51.164471,6,4.071417057578396,3.9627161197436642,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2048641,Product_A,3,39.8,373,2276.85,21.8,10,7.3,43.78,51.164471,6,3.0819099697950434,3.6838669122903918,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2048757,Product_A,6,23.5,197,3287.1,92.35,10,30.8,25.85,46.553909,4,4.5255857066452485,3.1570004211501135,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2048803,Product_A,6,61.3,748,2372.63,30.97,10,10.3,67.43,51.164471,6,3.4330189939851112,4.115779842942166,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2048810,Product_A,1,37.9,293,2264.0,26.61,10,8.9,41.69,51.164471,6,3.281287084989598,3.634951112088381,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2048849,Product_A,5,44.0,177,4054.67,29.94,10,10.0,48.4,46.553909,4,3.3991953789914824,3.784189633918261,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2048879,Product_A,1,53.4,211,806.23,11.18,10,3.7,58.74,51.164471,6,2.414126467726953,3.977810745966149,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2049227,Product_A,7,56.3,219,2104.78,22.45,10,7.5,61.93,51.164471,6,3.1112906141882632,4.030694535145645,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2049424,Product_A,6,62.1,475,1161.09,18.7,10,6.2,68.31,51.164471,6,2.928523523860541,4.128745988939433,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2049447,Product_A,6,34.6,129,129.44,3.74,10,1.2,38.06,35.716822,1,1.3190856114264407,3.543853682063679,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
2049629,Product_A,5,40.9,153,152.78,3.74,10,1.2,44.99,41.500467,2,1.3190856114264407,3.711130063048756,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2050344,Product_A,3,53.8,1115,2806.31,38.67,10,12.9,59.18,51.164471,6,3.6550641056192057,3.9852734671677386,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2050352,Product_A,2,40.7,321,1177.35,18.7,10,6.2,44.77,51.164471,6,2.928523523860541,3.7062280924485496,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2050412,Product_A,1,53.3,630,2912.92,45.48,10,15.2,58.63,51.164471,6,3.8172726688823353,3.975936331171799,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2050672,Product_A,4,58.2,299,2351.47,26.12,10,8.7,64.02,51.164471,6,3.2627013044082305,4.063885354737392,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2050870,Product_A,3,36.0,150,447.7,4.16,10,1.4,39.6,41.500467,2,1.425515074273172,3.58351893845611,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2050910,Product_A,5,34.3,287,12865.24,57.81,10,19.3,37.73,42.45049,3,4.057161771094385,3.535145354171894,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2050993,Product_A,4,35.1,971,8546.49,142.13,10,47.4,38.61,42.45049,3,4.956742131750921,3.55820113047182,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2051012,Product_A,10,40.0,152,395.62,7.48,10,2.5,44.0,41.500467,2,2.012232791986386,3.6888794541139363,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2051184,Product_A,7,43.6,175,644.21,11.22,10,3.7,47.96,46.553909,4,2.4176979000945504,3.775057150354989,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2051288,Product_A,4,62.9,257,487.62,7.74,10,2.6,69.19,51.164471,6,2.046401687601636,4.141546163706395,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2051520,Product_A,4,38.9,456,2830.04,30.34,10,10.1,42.79,51.164471,6,3.4124669739203863,3.6609942506244004,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2051537,Product_A,2,35.0,131,178.7,3.74,10,1.2,38.5,35.716822,1,1.3190856114264407,3.5553480614894135,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
2051577,Product_A,2,56.4,211,262.41,3.74,10,1.2,62.04,51.164471,6,1.3190856114264407,4.032469158504013,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2051600,Product_A,2,58.3,240,685.37,11.74,10,3.9,64.13,51.164471,6,2.4630018143999504,4.065602093356446,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2051609,Product_A,5,47.2,916,31608.0,38.4,10,12.8,51.92,42.45049,3,3.648057459593681,3.8543938925915096,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2052051,Product_A,11,41.4,176,726.07,11.22,10,3.7,45.54,46.553909,4,2.4176979000945504,3.7232808808312687,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2052307,Product_A,2,44.2,165,302.7,3.74,10,1.2,48.62,49.046667,5,1.3190856114264407,3.7887247890836524,"{'intercept_': 3.1201860417757703, 'coef_': array([-0.28304676])}",3.1201860417757703,6.710931309193553
2052397,Product_A,9,39.2,147,203.3,3.74,10,1.2,43.12,41.500467,2,1.3190856114264407,3.6686767467964168,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2052506,Product_A,8,45.3,183,1529.51,18.64,10,6.2,49.83,46.553909,4,2.925309809257445,3.8133070324889884,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2052508,Product_A,3,40.4,151,255.74,3.74,10,1.2,44.44,41.500467,2,1.3190856114264407,3.6988297849671046,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2052787,Product_A,2,17.8,814,338233.06,539.38,10,179.8,19.58,31.596296,0,6.290420331783139,2.8791984572980396,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
2053278,Product_A,11,40.7,152,242.6,3.74,10,1.2,44.77,41.500467,2,1.3190856114264407,3.7062280924485496,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2053301,Product_A,1,52.4,1265,5821.18,49.9,10,16.6,57.64,51.164471,6,3.910021002757473,3.9589065913269965,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2053520,Product_A,2,39.6,148,386.87,3.74,10,1.2,43.56,49.046667,5,1.3190856114264407,3.6788291182604347,"{'intercept_': 3.1201860417757703, 'coef_': array([-0.28304676])}",3.1201860417757703,6.710931309193553
2053581,Product_A,6,55.7,859,3917.46,45.85,10,15.3,61.27,51.164471,6,3.825375198702474,4.019980146933238,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2053890,Product_A,6,45.1,140,859.34,15.38,10,5.1,49.61,35.716822,1,2.733067964077498,3.8088822465086327,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
2053943,Product_A,1,35.0,131,7766.66,3.74,10,1.2,38.5,35.716822,1,1.3190856114264407,3.5553480614894135,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
2054294,Product_A,5,56.4,234,234.36,4.16,10,1.4,62.04,51.164471,6,1.425515074273172,4.032469158504013,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2054506,Product_A,3,54.5,210,3319.86,23.29,10,7.8,59.95,51.164471,6,3.1480240838962494,3.9982007016691985,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2054933,Product_A,4,51.8,665,4124.37,30.55,10,10.2,56.98,51.164471,6,3.4193646856176043,3.9473901492654373,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2054998,Product_A,2,54.0,214,923.43,11.65,10,3.9,59.4,51.164471,6,2.4553061800117097,3.9889840465642745,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2055838,Product_A,2,55.7,241,7005.87,7.9,10,2.6,61.27,51.164471,6,2.066862759472976,4.019980146933238,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2056035,Product_A,1,37.9,506,2402.09,37.85,10,12.6,41.69,51.164471,6,3.6336309798834576,3.634951112088381,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2056231,Product_A,9,57.4,450,1085.09,18.72,10,6.2,63.14,51.164471,6,2.929592471049446,4.050044303325521,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2056370,Product_A,7,42.5,159,260.1,3.74,10,1.2,46.75,41.500467,2,1.3190856114264407,3.7495040759303713,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2056439,Product_A,7,33.4,128,308.51,7.45,10,2.5,36.74,35.716822,1,2.0082140323914683,3.5085558999826545,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
2056775,Product_A,9,56.1,187,891.93,11.22,10,3.7,61.71,46.553909,4,2.4176979000945504,4.027135812528651,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2057024,Product_A,1,39.9,157,338.86,7.48,10,2.5,43.89,49.046667,5,2.012232791986386,3.686376323895818,"{'intercept_': 3.1201860417757703, 'coef_': array([-0.28304676])}",3.1201860417757703,6.710931309193553
2057356,Product_A,6,48.0,152,6154.02,6.52,10,2.2,52.8,41.500467,2,1.8748743759385615,3.871201010907891,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
2057466,Product_A,11,57.1,179,1214.51,11.22,10,3.7,62.81,46.553909,4,2.4176979000945504,4.044804116661965,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2057505,Product_A,3,53.2,867,2932.38,54.86,10,18.3,58.52,51.164471,6,4.004784485509457,3.9740583963475986,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2057537,Product_A,1,49.3,2136,7039.05,143.88,10,48.0,54.23,51.164471,6,4.968979618827423,3.8979240810486444,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2057636,Product_A,9,54.2,225,447.43,4.16,10,1.4,59.62,51.164471,6,1.425515074273172,3.9926809084456005,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2057638,Product_A,5,48.9,362,3028.72,31.41,10,10.5,53.79,51.164471,6,3.447126313550555,3.8897773964808264,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2057806,Product_A,8,44.4,185,801.95,7.9,10,2.6,48.84,46.553909,4,2.066862759472976,3.7932394694381792,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2057907,Product_A,3,38.5,298,1008.89,26.18,10,8.7,42.35,51.164471,6,3.264995760481754,3.6506582412937387,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2057989,Product_A,5,27.9,332,1726.95,26.18,10,8.7,30.69,51.164471,6,3.264995760481754,3.32862668882732,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2058011,Product_A,7,62.2,241,465.44,7.48,10,2.5,68.42,51.164471,6,2.012232791986386,4.130354999745133,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2058020,Product_A,5,53.8,239,1142.92,15.49,10,5.2,59.18,51.164471,6,2.740194654428777,3.9852734671677386,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2058136,Product_A,1,33.7,2008,18821.76,155.95,10,52.0,37.07,42.45049,3,5.049535443053812,3.517497837358316,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
2058311,Product_A,3,49.3,834,2473.25,49.82,10,16.6,54.23,51.164471,6,3.9084165098340344,3.8979240810486444,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2058376,Product_A,1,45.1,535,1972.05,22.44,10,7.5,49.61,51.164471,6,3.110845080654496,3.8088822465086327,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2058424,Product_A,3,53.4,442,1990.89,27.87,10,9.3,58.74,51.164471,6,3.327550841493857,3.977810745966149,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2058512,Product_A,8,48.0,180,179.63,3.74,10,1.2,52.8,46.553909,4,1.3190856114264407,3.871201010907891,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2058517,Product_A,10,31.8,132,221.07,4.16,10,1.4,34.98,35.716822,1,1.425515074273172,3.459466289786131,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
2058524,Product_A,8,49.2,429,2267.78,31.13,10,10.4,54.12,51.164471,6,3.4381719844535166,3.8958936234982624,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2058861,Product_A,2,32.4,940,39381.05,104.16,10,34.7,35.64,31.596296,0,4.6459281784602595,3.4781584227982836,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
2058980,Product_A,11,39.1,186,1518.49,15.95,10,5.3,43.01,46.553909,4,2.7694588292308535,3.66612246699132,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
2059139,Product_A,2,65.8,246,301.92,3.74,10,1.2,72.38,51.164471,6,1.3190856114264407,4.186619838331271,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2059279,Product_A,7,61.3,508,2354.91,27.49,10,9.2,67.43,51.164471,6,3.3138223021771545,4.115779842942166,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2059332,Product_A,1,54.0,646,2562.0,30.77,10,10.3,59.4,51.164471,6,3.4265401893339504,3.9889840465642745,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2059729,Product_A,4,61.4,266,1199.27,19.52,10,6.5,67.54,51.164471,6,2.9714395809849465,4.117409835153096,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2059732,Product_A,8,61.1,476,2844.05,38.26,10,12.8,67.21,51.164471,6,3.644404964012107,4.11251186617755,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2059859,Product_A,10,47.4,244,6997.4,5.16,10,1.7,52.14,51.164471,6,1.6409365794934714,3.858622228701031,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
2060110,Product_A,8,52.1,426,1733.33,27.02,10,9.0,57.31,51.164471,6,3.2965773325320527,3.9531649487593215,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
