Rule,Customer,Product_Group,Recency,Avg_Price_L3Y,Revenue_L12,Customer_Size,l3y_volume,standard_cost,l12_sales_vol,Current_Price,Subrules,lnvolume,lnAvg_Price_L3Y,term.x,elasticity,pinc,pinc_constrained
12,2076689,Product_A,2,"62,8",4786,"10029,51","100,98",10,"33,7","69,08","R1,L5,L6","4,61492247743077","4,13995507347415",lnAvg_Price_L3Y,"-1,02120297871742","0,0619984761287864","0,0619984761287915"
12,8990497,Product_A,4,"24,9",481,"16421,25","29,12",10,"9,7","27,39","R1,L5,L6","3,37142522332849","3,21486780347066",lnAvg_Price_L3Y,"-1,02120297871742","0,172167001998336","0,0978519337868726"
12,20727,Product_A,9,"42,1",332,"10984,3","100,39",10,"33,5","46,31","R1,L5,L6","4,60906260070344","3,74004774068834",lnAvg_Price_L3Y,"-1,02120297871742","0,0975866681386032","0,0975866681385155"
12,2041768,Product_A,1,"53,8",675,"9257,9","43,24",10,"14,4","59,18","R1,L5,L6","3,76676599277101","3,98527346716774",lnAvg_Price_L3Y,"-1,02120297871742","0,0741066293824908","0,0741066293824931"
12,2058136,Product_A,1,"33,7",2008,"18821,76","155,95",10,52,"37,07","R1,L5,L6","5,04953544305381","3,51749783735832",lnAvg_Price_L3Y,"-1,02120297871742","0,124498583517289","0,0978519337868726"
12,2004346,Product_A,1,"38,4",1631,"12006,84","72,17",10,"24,1","42,24","R1,L5,L6","4,27902444708418","3,64805745959368",lnAvg_Price_L3Y,"-1,02120297871742","0,107989838800088","0,0978519337868727"
12,20345,Product_A,11,"39,1",282,"9119,5","21,81",10,"7,3","43,01","R1,L5,L6","3,08236858021354","3,66612246699132",lnAvg_Price_L3Y,"-1,02120297871742","0,105870661089478","0,0978519337868727"
12,2102814,Product_A,3,"53,7",3685,"25722,99","187,95",10,"62,7","59,07","R1,L5,L6","5,23617597001019","3,98341300151482",lnAvg_Price_L3Y,"-1,02120297871742","0,0742639627208595","0,0742639627208516"
12,2446523,Product_A,1,"38,7",2682,"16395,07","314,4",10,"104,8","42,57","R1,L5,L6","5,75066606055505","3,65583960003574",lnAvg_Price_L3Y,"-1,02120297871742","0,107072232504575","0,0978519337868729"
12,24122,Product_A,1,"24,7",4350,"37513,49","569,41",10,"189,8","27,17","R1,L5,L6","6,34460073703605","3,20680324363393",lnAvg_Price_L3Y,"-1,02120297871742","0,173645126494848","0,0978519337868727"
12,2026363,Product_A,2,"44,2",1591,"8129,12","109,28",10,"36,4","48,62","R1,L5,L6","4,69391339582248","3,78872478908365",lnAvg_Price_L3Y,"-1,02120297871742","0,0924569648113313","0,0924569648113282"
12,2473311,Product_A,2,"47,4",183,"15570,41","7,49",10,"2,5","52,14","R1,L5,L6","2,01356879752913","3,85862222870103",lnAvg_Price_L3Y,"-1,02120297871742","0,0855142921947945","0,0855142921948215"
12,2061077,Product_A,3,"52,4",3718,"17142,7","186,72",10,"62,2","57,64","R1,L5,L6","5,22961016853825","3,958906591327",lnAvg_Price_L3Y,"-1,02120297871742","0,0763639424318236","0,0763639424318255"
12,2441659,Product_A,1,"56,4",3024,"16770,21","170,25",10,"56,8","62,04","R1,L5,L6","5,13726794502962","4,03246915850401",lnAvg_Price_L3Y,"-1,02120297871742","0,0702117923784222","0,0702117923784306"
12,14607,Product_A,1,"28,1",1190,"27064,97","87,02",10,29,"30,91","R1,L5,L6","4,46613797729253","3,3357695763397",lnAvg_Price_L3Y,"-1,02120297871742","0,151378574915692","0,0978519337868727"
12,2071868,Product_A,4,"47,4",1070,"8319,54","63,69",10,"21,2","52,14","R1,L5,L6","4,15402756438327","3,85862222870103",lnAvg_Price_L3Y,"-1,02120297871742","0,0855142921947935","0,085514292194793"
12,21786,Product_A,3,"49,9",762,"9167,7","21,95",10,"7,3","54,89","R1,L5,L6","3,08876713952118","3,91002100275747",lnAvg_Price_L3Y,"-1,02120297871742","0,0807099001348777","0,0807099001348819"
12,2472460,Product_A,6,"62,1",14810,"37626,46","605,65",10,"201,9","68,31","R1,L5,L6","6,40630226146281","4,12874598893943",lnAvg_Price_L3Y,"-1,02120297871742","0,0628143520485103","0,0628143520485171"
12,20833,Product_A,2,"23,7",2330,"14593,14","184,92",10,"61,6","26,07","R1,L5,L6","5,21992329912002","3,16547504814109",lnAvg_Price_L3Y,"-1,02120297871742","0,181409957710712","0,0978519337868727"
12,2375407,Product_A,3,"34,3",270,"7617,27","22,24",10,"7,4","37,73","R1,L5,L6","3,10189246938238","3,53514535417189",lnAvg_Price_L3Y,"-1,02120297871742","0,122139167362682","0,0978519337868727"
12,2434096,Product_A,1,"51,6",1309,"32531,52","158,69",10,"52,9","56,76","R1,L5,L6","5,06695261357475","3,94352167248752",lnAvg_Price_L3Y,"-1,02120297871742","0,0777088310481495","0,077708831048155"
12,2383347,Product_A,1,"40,6",732,"8188,96",47,10,"15,7","44,66","R1,L5,L6","3,85014760171006","3,70376806660769",lnAvg_Price_L3Y,"-1,02120297871742","0,101575635187608","0,0978519337868727"
12,24360,Product_A,3,"30,8",343,"9911,35","36,82",10,"12,3","33,88","R1,L5,L6","3,60604117580493","3,42751468997953",lnAvg_Price_L3Y,"-1,02120297871742","0,137198319713114","0,0978519337868727"
14,1995169,Product_A,5,"45,5",184,"1397,12","14,96",10,5,"50,05","R1,R5,L7","2,70537997254633","3,8177123259569",lnAvg_Price_L3Y,"-1,19685003697053","0,017663382312318","0,0176633823123466"
14,2444041,Product_A,12,45,177,"1543,47","7,48",10,"2,5","49,5","R1,R5,L7","2,01223279198639","3,80666248977032",lnAvg_Price_L3Y,"-1,19685003697053","0,0187733834223199","0,0187733834223446"
14,2068013,Product_A,8,"48,3",188,"618,95","7,9",10,"2,6","53,13","R1,R5,L7","2,06686275947298","3,87743156065853",lnAvg_Price_L3Y,"-1,19685003697053","0,0118720721731913","0,0118720721732035"
14,2454498,Product_A,2,"45,5",183,"770,91","7,17",10,"2,4","50,05","R1,R5,L7","1,96990565461153","3,8177123259569",lnAvg_Price_L3Y,"-1,19685003697053","0,0176633823123178","0,0176633823123127"
14,2080798,Product_A,4,"48,9",197,"1070,55","15,39",10,"5,1","53,79","R1,R5,L7","2,73371794785079","3,88977739648083",lnAvg_Price_L3Y,"-1,19685003697053","0,0107173630963718","0,0107173630963794"
14,2499873,Product_A,11,"51,9",197,"677,09","7,49",10,"2,5","57,09","R1,R5,L7","2,01356879752913","3,94931879017184",lnAvg_Price_L3Y,"-1,19685003697053","0,00534429484871112","0,00534429484874412"
14,2637816,Product_A,10,"47,3",177,"349,92","3,74",10,"1,2","52,03","R1,R5,L7","1,31908561142644","3,85651029549789",lnAvg_Price_L3Y,"-1,19685003697053","0,0138616871787078","0,0138616871786981"
14,24841,Product_A,5,51,191,"651,08","3,74",10,"1,2","56,1","R1,R5,L7","1,31908561142644","3,93182563272433",lnAvg_Price_L3Y,"-1,19685003697053","0,00688984212703057","0,00688984212698772"
14,2414311,Product_A,11,"45,2",175,"1353,15","15,38",10,"5,1","49,72","R1,R5,L7","2,7330679640775","3,81109708683819",lnAvg_Price_L3Y,"-1,19685003697053","0,0183264360727203","0,0183264360727263"
14,2464366,Product_A,8,"52,3",200,"1715,25","15,8",10,"5,3","57,53","R1,R5,L7","2,76000994003292","3,95699637107088",lnAvg_Price_L3Y,"-1,19685003697053","0,00467445918956374","0,00467445918955935"
14,2067018,Product_A,9,49,183,"521,02","3,74",10,"1,2","53,9","R1,R5,L7","1,31908561142644","3,89182029811063",lnAvg_Price_L3Y,"-1,19685003697053","0,0105276608908942","0,0105276608908686"
14,2001930,Product_A,1,"38,2",184,"3351,93","14,96",10,5,"42,02","R1,R5,L7","2,70537997254633","3,64283551561253",lnAvg_Price_L3Y,"-1,19685003697053","0,0367542390995181","0,0367542390995163"
14,2016894,Product_A,5,"47,1",176,"580,28","3,74",10,"1,2","51,81","R1,R5,L7","1,31908561142644","3,85227300102237",lnAvg_Price_L3Y,"-1,19685003697053","0,0142697483454471","0,0142697483454363"
14,2391336,Product_A,8,"48,5",186,"3305,33","24,76",10,"8,3","53,35","R1,R5,L7","3,2092294478164","3,88156379794344",lnAvg_Price_L3Y,"-1,19685003697053","0,0114839946896526","0,0114839946896293"
14,2377144,Product_A,6,"50,6",197,"1508,59","15,8",10,"5,3","55,66","R1,R5,L7","2,76000994003292","3,92395157629342",lnAvg_Price_L3Y,"-1,19685003697053","0,00759439991130825","0,00759439991134102"
14,2028814,Product_A,4,"41,5",184,"1159,02","11,23",10,"3,7","45,65","R1,R5,L7","2,41858876875035","3,72569342723665",lnAvg_Price_L3Y,"-1,19685003697053","0,0272923076039011","0,0272923076039101"
14,20502,Product_A,1,"48,8",192,"3625,26","14,96",10,5,"53,68","R1,R5,L7","2,70537997254633","3,8877303128591",lnAvg_Price_L3Y,"-1,19685003697053","0,0109078427699011","0,0109078427699129"
14,2449938,Product_A,2,"49,6",182,"753,05","10,72",10,"3,6","54,56","R1,R5,L7","2,37211115564266","3,90399083373088",lnAvg_Price_L3Y,"-1,19685003697053","0,00940551115122476","0,00940551115124585"
14,20578,Product_A,12,"50,6",189,"189,36","3,74",10,"1,2","55,66","R1,R5,L7","1,31908561142644","3,92395157629342",lnAvg_Price_L3Y,"-1,19685003697053","0,00759439991132134","0,00759439991132545"
14,2051184,Product_A,7,"43,6",175,"644,21","11,22",10,"3,7","47,96","R1,R5,L7","2,41769790009455","3,77505715035499",lnAvg_Price_L3Y,"-1,19685003697053","0,0220168270327356","0,0220168270327522"
14,2076196,Product_A,4,"48,7",201,"486,97","7,48",10,"2,5","53,57","R1,R5,L7","2,01223279198639","3,88567903008854",lnAvg_Price_L3Y,"-1,19685003697053","0,0110991047008202","0,0110991047008461"
14,2392746,Product_A,10,"46,3",182,"631,07","7,15",10,"2,4","50,93","R1,R5,L7","1,96711235670592","3,83514196109219",lnAvg_Price_L3Y,"-1,19685003697053","0,0159372466768995","0,0159372466768996"
14,2672274,Product_A,7,49,202,"3039,71","11,22",10,"3,7","53,9","R1,R5,L7","2,41769790009455","3,89182029811063",lnAvg_Price_L3Y,"-1,19685003697053","0,0105276608908924","0,0105276608909171"
14,2477564,Product_A,12,"49,3",183,"266,38","3,71",10,"1,2","54,23","R1,R5,L7","1,31103187661934","3,89792408104864",lnAvg_Price_L3Y,"-1,19685003697053","0,00996317177236691","0,00996317177234487"
14,2600125,Product_A,4,"46,2",182,"4450,02","15,39",10,"5,1","50,82","R1,R5,L7","2,73371794785079","3,83297979808769",lnAvg_Price_L3Y,"-1,19685003697053","0,0161497444350458","0,0161497444350602"
14,2052506,Product_A,8,"45,3",183,"1529,51","18,64",10,"6,2","49,83","R1,R5,L7","2,92530980925744","3,81330703248899",lnAvg_Price_L3Y,"-1,19685003697053","0,0181044423560237","0,018104442356044"
14,2377506,Product_A,7,"51,3",196,"679,05","7,48",10,"2,5","56,43","R1,R5,L7","2,01223279198639","3,93769075217672",lnAvg_Price_L3Y,"-1,19685003697053","0,00636863417547286","0,00636863417550081"
14,2601344,Product_A,12,"48,6",188,"1068,91","11,63",10,"3,9","53,46","R1,R5,L7","2,45358796653057","3,88362353090645",lnAvg_Price_L3Y,"-1,19685003697053","0,0112911537178766","0,0112911537178884"
14,2021205,Product_A,7,"45,8",178,"1119,3","14,96",10,5,"50,38","R1,R5,L7","2,70537997254633","3,82428409112014",lnAvg_Price_L3Y,"-1,19685003697053","0,017009014845725","0,017009014845728"
14,2443952,Product_A,5,"48,1",176,"327,61","3,65",10,"1,2","52,91","R1,R5,L7","1,2947271675944","3,87328217711172",lnAvg_Price_L3Y,"-1,19685003697053","0,0122633769123248","0,0122633769123055"
14,2628684,Product_A,12,"53,7",201,"277,03","3,74",10,"1,2","59,07","R1,R5,L7","1,31908561142644","3,98341300151482",lnAvg_Price_L3Y,"-1,19685003697053","0,00240861845422127","0,00240861845420468"
14,2076856,Product_A,2,"52,1",195,"194,82","3,74",10,"1,2","57,31","R1,R5,L7","1,31908561142644","3,95316494875932",lnAvg_Price_L3Y,"-1,19685003697053","0,00500809134607946","0,00500809134607279"
14,1995691,Product_A,5,"39,3",192,"793,26","11,22",10,"3,7","43,23","R1,R5,L7","2,41769790009455","3,67122451887522",lnAvg_Price_L3Y,"-1,19685003697053","0,0334237034161578","0,0334237034161619"
14,2676824,Product_A,3,"39,9",201,"443,57","7,48",10,"2,5","43,89","R1,R5,L7","2,01223279198639","3,68637632389582",lnAvg_Price_L3Y,"-1,19685003697053","0,0316844489649721","0,031684448964972"
14,2076288,Product_A,6,"46,7",181,"959,46","7,48",10,"2,5","51,37","R1,R5,L7","2,01223279198639","3,84374416467485",lnAvg_Price_L3Y,"-1,19685003697053","0,0150963561906991","0,0150963561907119"
14,2399119,Product_A,11,48,193,"2322,3","20,43",10,"6,8","52,8","R1,R5,L7","3,01700440882953","3,87120101090789",lnAvg_Price_L3Y,"-1,19685003697053","0,0124602521092054","0,0124602521091959"
14,2463155,Product_A,3,"52,5",196,"631,92","3,74",10,"1,2","57,75","R1,R5,L7","1,31908561142644","3,96081316959758",lnAvg_Price_L3Y,"-1,19685003697053","0,00434336899227376","0,0043433689923137"
14,2078835,Product_A,1,"47,5",198,"1210,76","11,64",10,"3,9","52,25","R1,R5,L7","2,45444744230329","3,8607297110406",lnAvg_Price_L3Y,"-1,19685003697053","0,013457062316542","0,0134570623165513"
14,2033021,Product_A,11,"49,1",196,"2330,02","22,44",10,"7,5","54,01","R1,R5,L7","3,1108450806545","3,89385903480047",lnAvg_Price_L3Y,"-1,19685003697053","0,0103387314031524","0,0103387314031688"
14,2443612,Product_A,1,"48,9",193,"527,22","10,75",10,"3,6","53,79","R1,R5,L7","2,37490575457367","3,88977739648083",lnAvg_Price_L3Y,"-1,19685003697053","0,0107173630963708","0,0107173630963898"
14,2006445,Product_A,8,"50,8",197,"1399,23","7,48",10,"2,5","55,88","R1,R5,L7","2,01223279198639","3,92789635458444",lnAvg_Price_L3Y,"-1,19685003697053","0,007240734094409","0,0072407340944189"
14,2090919,Product_A,11,"48,3",191,"1148,18","14,96",10,5,"53,13","R1,R5,L7","2,70537997254633","3,87743156065853",lnAvg_Price_L3Y,"-1,19685003697053","0,0118720721731947","0,0118720721731918"
14,2070372,Product_A,8,"43,1",179,"2763,96","14,97",10,5,"47,41","R1,R5,L7","2,70604819843154","3,7635229971097",lnAvg_Price_L3Y,"-1,19685003697053","0,0232262649053645","0,0232262649053729"
14,2445645,Product_A,4,50,187,"246,95","3,74",10,"1,2",55,"R1,R5,L7","1,31908561142644","3,91202300542815",lnAvg_Price_L3Y,"-1,19685003697053","0,00867237332131764","0,00867237332129847"
14,2508051,Product_A,2,"38,9",182,"496,83","7,9",10,"2,6","42,79","R1,R5,L7","2,06686275947298","3,6609942506244",lnAvg_Price_L3Y,"-1,19685003697053","0,0346130136578444","0,0346130136578454"
14,2613321,Product_A,6,"47,9",179,"362,03","3,74",10,"1,2","52,69","R1,R5,L7","1,31908561142644","3,86911550441687",lnAvg_Price_L3Y,"-1,19685003697053","0,0126579493319532","0,012657949331937"
14,2508723,Product_A,3,49,193,"929,33","11,23",10,"3,7","53,9","R1,R5,L7","2,41858876875035","3,89182029811063",lnAvg_Price_L3Y,"-1,19685003697053","0,0105276608908924","0,0105276608909171"
14,1997284,Product_A,7,"49,7",193,"804,58","16,22",10,"5,4","54,67","R1,R5,L7","2,78624504868727","3,90600493310258",lnAvg_Price_L3Y,"-1,19685003697053","0,00922112034892796","0,00922112034894342"
14,2512003,Product_A,8,"48,6",182,"239,17","3,74",10,"1,2","53,46","R1,R5,L7","1,31908561142644","3,88362353090645",lnAvg_Price_L3Y,"-1,19685003697053","0,011291153717882","0,0112911537178627"
14,2734509,Product_A,7,"38,4",198,"6084,62","11,23",10,"3,7","42,24","R1,R5,L7","2,41858876875035","3,64805745959368",lnAvg_Price_L3Y,"-1,19685003697053","0,0361344945334377","0,0361344945334395"
14,2034022,Product_A,11,"40,1",177,"1078,05","15,39",10,"5,1","44,11","R1,R5,L7","2,73371794785079","3,69137633431252",lnAvg_Price_L3Y,"-1,19685003697053","0,031116263595631","0,0311162635956332"
14,2509491,Product_A,4,"46,5",183,"544,29","7,48",10,"2,5","51,15","R1,R5,L7","2,01223279198639","3,83945231259331",lnAvg_Price_L3Y,"-1,19685003697053","0,0155149930671654","0,0155149930671819"
14,2052051,Product_A,11,"41,4",176,"726,07","11,22",10,"3,7","45,54","R1,R5,L7","2,41769790009455","3,72328088083127",lnAvg_Price_L3Y,"-1,19685003697053","0,0275568704666832","0,0275568704666958"
14,2077961,Product_A,8,"48,8",189,"986,89","13,83",10,"4,6","53,68","R1,R5,L7","2,62684014567667","3,8877303128591",lnAvg_Price_L3Y,"-1,19685003697053","0,0109078427699065","0,0109078427699025"
14,2392064,Product_A,2,"49,9",193,"1489,6","18,38",10,"6,1","54,89","R1,R5,L7","2,91126311692754","3,91002100275747",lnAvg_Price_L3Y,"-1,19685003697053","0,00885455586824069","0,00885455586822666"
14,2443695,Product_A,12,48,185,"1704,76","11,16",10,"3,7","52,8","R1,R5,L7","2,41233595695316","3,87120101090789",lnAvg_Price_L3Y,"-1,19685003697053","0,0124602521092053","0,0124602521092052"
14,2011786,Product_A,1,"51,3",192,"191,75","3,74",10,"1,2","56,43","R1,R5,L7","1,31908561142644","3,93769075217672",lnAvg_Price_L3Y,"-1,19685003697053","0,00636863417547503","0,00636863417546602"
14,2741232,Product_A,4,45,187,"497,33","7,48",10,"2,5","49,5","R1,R5,L7","2,01223279198639","3,80666248977032",lnAvg_Price_L3Y,"-1,19685003697053","0,0187733834223199","0,0187733834223446"
14,2511298,Product_A,10,"49,8",186,"260,17","3,74",10,"1,2","54,78","R1,R5,L7","1,31908561142644","3,90801498403061",lnAvg_Price_L3Y,"-1,19685003697053","0,00903747007195054","0,00903747007193721"
14,2079935,Product_A,3,"47,5",189,"2198,48","11,22",10,"3,7","52,25","R1,R5,L7","2,41769790009455","3,8607297110406",lnAvg_Price_L3Y,"-1,19685003697053","0,0134570623165439","0,0134570623165464"
14,2698993,Product_A,8,"25,5",191,"1718,82","7,48",10,"2,5","28,05","R1,R5,L7","2,01223279198639","3,23867845216438",lnAvg_Price_L3Y,"-1,19685003697053","0,0960164018418147","0,0834942342191874"
14,2443284,Product_A,8,"47,8",189,"1703,79","18,7",10,"6,2","52,58","R1,R5,L7","2,92852352386054","3,86702563949741",lnAvg_Price_L3Y,"-1,19685003697053","0,0128564737397322","0,0128564737397376"
14,2373076,Product_A,5,51,191,"280,74","3,74",10,"1,2","56,1","R1,R5,L7","1,31908561142644","3,93182563272433",lnAvg_Price_L3Y,"-1,19685003697053","0,00688984212703057","0,00688984212698772"
14,2075819,Product_A,8,"46,5",183,"2631,78","15,18",10,"5,1","51,15","R1,R5,L7","2,71997877196748","3,83945231259331",lnAvg_Price_L3Y,"-1,19685003697053","0,0155149930671635","0,0155149930671688"
14,2088471,Product_A,7,"44,6",196,"1652,85","15,8",10,"5,3","49,06","R1,R5,L7","2,76000994003292","3,79773385902602",lnAvg_Price_L3Y,"-1,19685003697053","0,0196793036107559","0,0196793036107623"
14,2040009,Product_A,11,"43,2",181,"535,04","7,48",10,"2,5","47,52","R1,R5,L7","2,01223279198639","3,76584049525006",lnAvg_Price_L3Y,"-1,19685003697053","0,0229821376310736","0,0229821376310921"
14,2640097,Product_A,2,"50,5",198,"1048,38","7,54",10,"2,5","55,55","R1,R5,L7","2,02022218201986","3,92197333628131",lnAvg_Price_L3Y,"-1,19685003697053","0,00777228331230277","0,00777228331234201"
14,2023446,Product_A,6,"47,5",183,"2769,39","15,39",10,"5,1","52,25","R1,R5,L7","2,73371794785079","3,8607297110406",lnAvg_Price_L3Y,"-1,19685003697053","0,0134570623165456","0,0134570623165451"
14,2684467,Product_A,7,45,187,"336,52","7,48",10,"2,5","49,5","R1,R5,L7","2,01223279198639","3,80666248977032",lnAvg_Price_L3Y,"-1,19685003697053","0,0187733834223199","0,0187733834223446"
14,20526,Product_A,6,"46,9",182,"3598,41","7,42",10,"2,5","51,59","R1,R5,L7","2,00417905717929","3,84801767545223",lnAvg_Price_L3Y,"-1,19685003697053","0,0146812897779969","0,0146812897780102"
14,14007,Product_A,2,48,180,"1178,13","3,74",10,"1,2","52,8","R1,R5,L7","1,31908561142644","3,87120101090789",lnAvg_Price_L3Y,"-1,19685003697053","0,0124602521092049","0,0124602521091877"
14,2030525,Product_A,7,"51,4",197,"1601,73","14,97",10,5,"56,54","R1,R5,L7","2,70604819843154","3,93963817246112",lnAvg_Price_L3Y,"-1,19685003697053","0,00619625022262817","0,00619625022262852"
14,2048849,Product_A,5,44,177,"4054,67","29,94",10,10,"48,4","R1,R5,L7","3,39919537899148","3,78418963391826",lnAvg_Price_L3Y,"-1,19685003697053","0,021069067536183","0,021069067536199"
14,2433026,Product_A,4,"56,3",183,"780,87","7,89",10,"2,6","61,93","R1,R5,L7","2,06559613485778","4,03069453514564",lnAvg_Price_L3Y,"-1,19685003697053","5,57586511806322e-05","5,84235053351948e-05"
14,2601959,Product_A,5,"46,9",181,"488,11","7,35",10,"2,5","51,59","R1,R5,L7","1,99470031322475","3,84801767545223",lnAvg_Price_L3Y,"-1,19685003697053","0,0146812897779969","0,0146812897780102"
14,2095173,Product_A,5,"47,6",180,"6110,76","6,74",10,"2,2","52,36","R1,R5,L7","1,90805992492422","3,86283276123737",lnAvg_Price_L3Y,"-1,19685003697053","0,0132560249638007","0,0132560249638031"
14,2603094,Product_A,4,"44,4",190,"723,93","7,9",10,"2,6","48,84","R1,R5,L7","2,06686275947298","3,79323946943818",lnAvg_Price_L3Y,"-1,19685003697053","0,0201383847873271","0,0201383847873284"
14,2638057,Product_A,9,"49,6",187,"1168,69","10,67",10,"3,6","54,56","R1,R5,L7","2,36743606531366","3,90399083373088",lnAvg_Price_L3Y,"-1,19685003697053","0,00940551115122476","0,00940551115124585"
14,2596530,Product_A,3,"44,6",190,"1083,77","15,39",10,"5,1","49,06","R1,R5,L7","2,73371794785079","3,79773385902602",lnAvg_Price_L3Y,"-1,19685003697053","0,0196793036107532","0,0196793036107633"
14,2072403,Product_A,5,"46,1",183,"2172,22","21,1",10,7,"50,71","R1,R5,L7","3,04927304048202","3,8308129500026",lnAvg_Price_L3Y,"-1,19685003697053","0,0163631640923615","0,0163631640923816"
14,2689984,Product_A,9,"46,8",198,"1413,95","14,96",10,5,"51,48","R1,R5,L7","2,70537997254633","3,8458832029236",lnAvg_Price_L3Y,"-1,19685003697053","0,0148883795373242","0,0148883795373389"
14,2443559,Product_A,12,"49,8",186,"186,18","3,74",10,"1,2","54,78","R1,R5,L7","1,31908561142644","3,90801498403061",lnAvg_Price_L3Y,"-1,19685003697053","0,00903747007195054","0,00903747007193721"
14,2002894,Product_A,9,"49,9",195,"1548,37","14,97",10,5,"54,89","R1,R5,L7","2,70604819843154","3,91002100275747",lnAvg_Price_L3Y,"-1,19685003697053","0,00885455586823758","0,00885455586824844"
14,2397741,Product_A,10,"47,9",185,"4322,32","60,37",10,"20,1","52,69","R1,R5,L7","4,10049229280833","3,86911550441687",lnAvg_Price_L3Y,"-1,19685003697053","0,012657949331951","0,0126579493319549"
14,2449770,Product_A,9,"48,2",189,"980,28","12,93",10,"4,3","53,02","R1,R5,L7","2,55955019278377","3,87535902105655",lnAvg_Price_L3Y,"-1,19685003697053","0,0120673186249859","0,0120673186249842"
14,2078281,Product_A,1,"50,3",188,"368,46","7,33",10,"2,4","55,33","R1,R5,L7","1,99197551589856","3,91800507710569",lnAvg_Price_L3Y,"-1,19685003697053","0,00813017198387693","0,00813017198387904"
14,2073276,Product_A,4,"48,8",189,"442,63","7,16",10,"2,4","53,68","R1,R5,L7","1,96850998097255","3,8877303128591",lnAvg_Price_L3Y,"-1,19685003697053","0,0109078427699042","0,0109078427698941"
14,2731227,Product_A,3,45,177,"876,46","7,32",10,"2,4","49,5","R1,R5,L7","1,99061032797322","3,80666248977032",lnAvg_Price_L3Y,"-1,19685003697053","0,0187733834223265","0,0187733834223207"
14,16091,Product_A,5,"31,2",197,"3712,24","46,53",10,"15,5","34,32","R1,R5,L7","3,84009726585656","3,44041809481544",lnAvg_Price_L3Y,"-1,19685003697053","0,0634509280998688","0,0634509280998717"
14,2004774,Product_A,8,"47,6",185,"1545,04","7,34",10,"2,4","52,36","R1,R5,L7","1,99333884262642","3,86283276123737",lnAvg_Price_L3Y,"-1,19685003697053","0,0132560249638007","0,0132560249637836"
14,2626546,Product_A,10,"48,1",200,"247,43","4,15",10,"1,4","52,91","R1,R5,L7","1,42310833424261","3,87328217711172",lnAvg_Price_L3Y,"-1,19685003697053","0,0122633769123163","0,0122633769123186"
14,2604301,Product_A,3,"43,1",188,"1025,66","11,22",10,"3,7","47,41","R1,R5,L7","2,41769790009455","3,7635229971097",lnAvg_Price_L3Y,"-1,19685003697053","0,0232262649053651","0,0232262649053752"
14,2373109,Product_A,4,"24,5",183,"820,76","7,48",10,"2,5","26,95","R1,R5,L7","2,01223279198639","3,19867311755068",lnAvg_Price_L3Y,"-1,19685003697053","0,103292039369553","0,0834942342191874"
14,2443544,Product_A,4,"48,5",192,"544,55","11,22",10,"3,7","53,35","R1,R5,L7","2,41769790009455","3,88156379794344",lnAvg_Price_L3Y,"-1,19685003697053","0,0114839946896497","0,0114839946896586"
14,2023243,Product_A,9,52,201,"1802,79","14,96",10,5,"57,2","R1,R5,L7","2,70537997254633","3,95124371858143",lnAvg_Price_L3Y,"-1,19685003697053","0,00517586982481212","0,00517586982484372"
14,2057806,Product_A,8,"44,4",185,"801,95","7,9",10,"2,6","48,84","R1,R5,L7","2,06686275947298","3,79323946943818",lnAvg_Price_L3Y,"-1,19685003697053","0,0201383847873271","0,0201383847873284"
14,2510338,Product_A,9,49,187,"366,22","7,48",10,"2,5","53,9","R1,R5,L7","2,01223279198639","3,89182029811063",lnAvg_Price_L3Y,"-1,19685003697053","0,0105276608908927","0,0105276608909163"
14,2239512,Product_A,6,"48,8",185,"365,02","7,48",10,"2,5","53,68","R1,R5,L7","2,01223279198639","3,8877303128591",lnAvg_Price_L3Y,"-1,19685003697053","0,0109078427699011","0,0109078427699129"
14,2670163,Product_A,2,"42,9",181,"1098,86","14,96",10,5,"47,19","R1,R5,L7","2,70537997254633","3,75887182593397",lnAvg_Price_L3Y,"-1,19685003697053","0,0237179338214182","0,0237179338214272"
14,2712323,Product_A,3,"46,5",183,"1702,62","7,48",10,"2,5","51,15","R1,R5,L7","2,01223279198639","3,83945231259331",lnAvg_Price_L3Y,"-1,19685003697053","0,0155149930671654","0,0155149930671819"
14,2047332,Product_A,11,"48,3",181,"531,17","3,74",10,"1,2","53,13","R1,R5,L7","1,31908561142644","3,87743156065853",lnAvg_Price_L3Y,"-1,19685003697053","0,0118720721731971","0,0118720721731749"
14,2428063,Product_A,8,"47,1",195,"1296,77","22,69",10,"7,6","51,81","R1,R5,L7","3,12192429879175","3,85227300102237",lnAvg_Price_L3Y,"-1,19685003697053","0,014269748345449","0,0142697483454574"
14,2640459,Product_A,8,"47,9",182,"3125,63","10,84",10,"3,6","52,69","R1,R5,L7","2,3832429960115","3,86911550441687",lnAvg_Price_L3Y,"-1,19685003697053","0,0126579493319526","0,012657949331958"
14,2614149,Product_A,10,"46,3",183,"2225,16","22,54",10,"7,5","50,93","R1,R5,L7","3,11529150861163","3,83514196109219",lnAvg_Price_L3Y,"-1,19685003697053","0,0159372466769005","0,0159372466769094"
14,2613408,Product_A,5,"45,5",179,"1262,64","11,22",10,"3,7","50,05","R1,R5,L7","2,41769790009455","3,8177123259569",lnAvg_Price_L3Y,"-1,19685003697053","0,0176633823123185","0,0176633823123508"
